time,desired_x,desired_y,desired_z,actual_x,actual_y,actual_z,error_x,error_y,error_z,error_norm
0.191,-0.042466983645296205,-0.7,0.04907499789211897,-0.041666046968648916,-0.6973567690214822,0.08669966303224956,0.0008009366766472889,0.0026432309785177077,0.03762466514013059,0.037725900870260905
0.192,-0.04245891213755456,-0.7,0.049079444601627886,-0.041751975995603936,-0.6972467728666308,0.08677787392405464,0.0007069361419506232,0.0027532271333691183,0.03769842932242676,0.037805443943097955
0.193,-0.04245084016419883,-0.7,0.0490838904658661,-0.04183936310884407,-0.6971450630384666,0.08685737963610228,0.0006114770553547616,0.002854936961533383,0.03777348917023618,0.037886159126223194
0.194,-0.04244276772531755,-0.7,0.04908833548478486,-0.04192707671218122,-0.6970415724535031,0.08693103016836874,0.000515691013136331,0.002958427546496889,0.03784269468358388,0.037961661866728766
0.195,-0.04243469482099924,-0.7,0.049092779658335445,-0.042015443363777036,-0.6969420644138262,0.08700300444661078,0.00041925145722220697,0.0030579355861737323,0.03791022478827534,0.038035665964080825
0.196,-0.042426621451332434,-0.7,0.04909722298646908,-0.042104072171475035,-0.6968430340381574,0.08707083630855729,0.0003225492798573995,0.0031569659618425616,0.03797361332208821,0.038105980906645666
0.197,-0.04241854761640565,-0.7,0.04910166546913709,-0.04219306572244947,-0.6967464728474951,0.08713599503531176,0.0002254818939561795,0.0032535271525048204,0.03803432956617467,0.038173898236425585
0.198,-0.04241047331630746,-0.7,0.049106107106290695,-0.042282275368423536,-0.6966511621904772,0.08719765113322805,0.0001281979478839207,0.0033488378095227755,0.03809154402693736,0.038238682976070686
0.199,-0.04240239855112637,-0.7,0.04911054789788123,-0.04237172102033928,-0.6965577864164623,0.0872563371771252,3.067753078708768e-05,0.00344221358353769,0.038145789279243975,0.03830079653482511
0.2,-0.04239432332095095,-0.7,0.04911498784385998,-0.042461333008316976,-0.6964659137834139,0.08731178674478297,-6.700968736602503e-05,0.0035340862165860187,0.03819679890092299,0.038360001329014785
0.201,-0.042386247625869754,-0.7,0.04911942694417827,-0.04255110034458871,-0.6963757736501641,0.08736420654611715,-0.0001648527187189594,0.003624226349835835,0.03824477960193888,0.03841647250665518
0.202,-0.042378171465971344,-0.7,0.049123865198787406,-0.04264098034883983,-0.6962872065519891,0.08741352496576016,-0.000262808882868483,0.003712793448010898,0.03828965976697275,0.038470143602110964
0.203,-0.042370094841344276,-0.7,0.04912830260763873,-0.04273095121494731,-0.6962002833804709,0.08745983523244083,-0.00036085637360303707,0.0037997166195290477,0.0383315326248021,0.03852109106810661
0.20400000000000001,-0.04236201775207714,-0.7,0.049132739170683545,-0.04282098021062249,-0.6961149393763798,0.08750313346833899,-0.0004589624585453547,0.0038850606236201513,0.038370394297655444,0.03856930776077148
0.20500000000000002,-0.042353940198258486,-0.7,0.04913717488787325,-0.042911042325296786,-0.6960311902714614,0.08754347337365381,-0.0005571021270383003,0.003968809728538525,0.03840629848578056,0.038614836226768624
0.20600000000000002,-0.042345862179976906,-0.7,0.04914160975915917,-0.04300110904144753,-0.6959490044382467,0.08758087472411588,-0.0006552468614706222,0.004050995561753257,0.03843926496495671,0.038657690108657036
0.20700000000000002,-0.04233778369732098,-0.7,0.049146043784492666,-0.04309115494923644,-0.6958683784685472,0.0876153774512888,-0.0007533712519154565,0.004131621531452745,0.03846933366679614,0.03869790042740913
0.20800000000000002,-0.0423297047503793,-0.7,0.04915047696382514,-0.04318115376929302,-0.695789292434305,0.08764700961973673,-0.000851449018913715,0.004210707565694971,0.03849653265591159,0.03873548825254791
0.209,-0.042321625339240485,-0.7,0.04915490929710796,-0.04327108069706583,-0.6957117363543278,0.08767580635952267,-0.0009494553578253476,0.004288263645672141,0.03852089706241471,0.03877048079485792
0.21,-0.042313545463993095,-0.7,0.04915934078429253,-0.04336091098854559,-0.6956356945129437,0.08770179863818696,-0.0010473655245524932,0.0043643054870562414,0.03854245785389443,0.038802901880472786
0.211,-0.042305465124725765,-0.7,0.04916377142533024,-0.04345062078861153,-0.6955611547395325,0.08772501989388211,-0.0011451556638857677,0.00443884526046745,0.03856124846855187,0.038832777549311324
0.212,-0.04229738432152709,-0.7,0.049168201220172514,-0.04354018662445174,-0.6954881029032751,0.08774550208952187,-0.0012428023029246518,0.004511897096724837,0.03857730086934935,0.038860132724167204
0.213,-0.0422893030544857,-0.7,0.049172630168770756,-0.043629585695446345,-0.6954165261691881,0.08776327803590495,-0.0013402826409606439,0.004583473830811813,0.03859064786713419,0.038884993155721984
0.214,-0.04228122132369021,-0.7,0.04917705827107642,-0.04371879568858759,-0.6953464110618252,0.08777837999989078,-0.0014375743648973802,0.004653588938174802,0.038601321728814364,0.038907384251213144
0.215,-0.04227313912922924,-0.7,0.04918148552704092,-0.04380779487702355,-0.6952777446077183,0.08779084051545795,-0.0015346557477943085,0.00472225539228166,0.03860935498841703,0.03892733174616229
0.216,-0.04226505647119142,-0.7,0.04918591193661573,-0.04389656204986969,-0.6952105136524985,0.08780069188898333,-0.0016315055786782703,0.004789486347501426,0.0386147799523676,0.03894486128741418
0.217,-0.04225697334966541,-0.7,0.04919033749975231,-0.043985076542747414,-0.6951447052610077,0.08780796647945062,-0.0017281031930820034,0.004855294738992266,0.03861762897969831,0.03895999866096072
0.218,-0.04224888976473982,-0.7,0.04919476221640211,-0.04407331820830053,-0.6950803064752451,0.08781269651939685,-0.001824428443560712,0.0049196935247548534,0.03861793430299475,0.038972769639244356
0.219,-0.04224080571650331,-0.7,0.04919918608651662,-0.044161267422575284,-0.6950173044536468,0.08781491420878462,-0.001920461706071977,0.004982695546353111,0.038615728122268,0.03898320005444725
0.22,-0.04223272120504454,-0.7,0.049203609110047314,-0.04424890507005968,-0.6949556863843482,0.08781465164733275,-0.0020161838650151406,0.005044313615651719,0.03861104253728544,0.038991315738849626
0.221,-0.042224636230452146,-0.7,0.0492080312869457,-0.044336212541508324,-0.6948954395328695,0.0878119408631366,-0.0021115763110561778,0.005104560467130481,0.03860390957619089,0.03899714254463688
0.222,-0.04221655079281481,-0.7,0.049212452617163296,-0.04442317172419077,-0.694836551210267,0.08780681378452618,-0.002206620931375955,0.005163448789732961,0.03859436116736288,0.03900070631739673
0.223,-0.04220846489222119,-0.7,0.04921687310065159,-0.04450976499671703,-0.6947790087887535,0.08779930224601805,-0.0023013001044958417,0.005220991211246417,0.038582429145366456,0.039002032897736086
0.224,-0.042200378528759956,-0.7,0.049221292737362116,-0.044595975221184365,-0.6947227996893737,0.08778943797440025,-0.0023955966924244093,0.005277200310626284,0.03856814523703814,0.03900114810690188
0.225,-0.042192291702519785,-0.7,0.049225711527246405,-0.044681785736978986,-0.6946679113865001,0.08777725258698685,-0.002489494034459201,0.005332088613499875,0.03855154105974044,0.03899807774250773
0.226,-0.04218420441358937,-0.7,0.04923012947025601,-0.044767180353649086,-0.6946143314025625,0.08776277758301004,-0.002582975940059719,0.0053856685974374985,0.03853264811275403,0.03899284756887702
0.227,-0.04217611666205739,-0.7,0.04923454656634248,-0.04485214334438794,-0.6945620473087847,0.08774604433943624,-0.002676026682330551,0.005437952691215275,0.03851149777309376,0.03898548331114347
0.228,-0.042168028448012526,-0.7,0.049238962815457366,-0.044936659439212386,-0.6945110467225545,0.08772708410450453,-0.0027686309911998594,0.005488953277445474,0.03848812128904716,0.03897601064767682
0.229,-0.04215993977154348,-0.7,0.049243378217552244,-0.045020713818384045,-0.6944613173069841,0.08770592799295035,-0.0028607740468405626,0.005538682693015828,0.038462549775398105,0.038964455204018526
