time,joint_positions
7.716,"array('d', [-1.7635873133824145, 1.4579999582359169, -2.2413174144527295, 2.3533033305815283, 1.570686076863088, 1.378316219972516])"
7.7170000000000005,"array('d', [-1.7637563069428253, 1.4580270015198515, -2.241349793608007, 2.353305116558904, 1.5706850268565118, 1.3781483398789178])"
7.718,"array('d', [-1.7639255888298782, 1.4580535383646334, -2.2413827841774188, 2.3533084238945094, 1.5706837923224122, 1.377979922710376])"
7.719,"array('d', [-1.7640951930143216, 1.4580795655542582, -2.2414163850733764, 2.3533131350676335, 1.5706825119558587, 1.3778111802258308])"
7.72,"array('d', [-1.7642651168800623, 1.4581050837570104, -2.241450569371317, 2.3533192077517167, 1.5706812469866138, 1.3776421068418845])"
7.721,"array('d', [-1.7644337031219066, 1.4581327903727594, -2.2414770235222687, 2.3533307235414593, 1.5706850915550512, 1.3774726304622071])"
7.722,"array('d', [-1.7646021677369006, 1.4581590260709962, -2.241507922862097, 2.353332629559166, 1.5706849749866973, 1.3773019319436577])"
7.723,"array('d', [-1.7647714334580202, 1.4581847274545299, -2.241539706475892, 2.3533353704310844, 1.5706839766443892, 1.3771337772149541])"
7.724,"array('d', [-1.7649409841248345, 1.4582099229689938, -2.2415720782002824, 2.3533396033871097, 1.57068278795458, 1.376965084615032])"
7.7250000000000005,"array('d', [-1.7651092232521357, 1.4582372656990388, -2.241596876663001, 2.3533492683935227, 1.5706865459488755, 1.3767959954073081])"
7.726,"array('d', [-1.7652773500624388, 1.4582631515239022, -2.241626094632425, 2.3533495362592434, 1.5706863706489136, 1.3766257034587037])"
7.727,"array('d', [-1.76544626938543, 1.4582885020932348, -2.241656220281705, 2.3533506930370156, 1.5706853171518163, 1.376457899908922])"
7.728,"array('d', [-1.7656154748452362, 1.4583133451056363, -2.241686962412649, 2.3533533794505255, 1.5706840733088334, 1.376289561927386])"
7.729,"array('d', [-1.7657850003493534, 1.4583376773064918, -2.2417183195929193, 2.353357477895649, 1.5706827816369617, 1.3761209007651063])"
7.73,"array('d', [-1.765954843293658, 1.4583614992982354, -2.2417502647149226, 2.3533629455921163, 1.5706815047715834, 1.3759519109294935])"
7.731,"array('d', [-1.7661233463439423, 1.4583875090290899, -2.241774488352899, 2.3533738587443622, 1.570685337161736, 1.3757825202987468])"
7.732,"array('d', [-1.7662917251984651, 1.4584120487320211, -2.2418031652271604, 2.353375177880466, 1.5706852096010804, 1.3756119063996994])"
7.7330000000000005,"array('d', [-1.7664609032430911, 1.4584360531200593, -2.241832729363298, 2.353377341381091, 1.5706842004194892, 1.3754438406348144])"
7.734,"array('d', [-1.766630364043206, 1.4584595503533662, -2.2418628857179943, 2.3533810031759756, 1.5706830007913906, 1.3752752399568957])"
7.735,"array('d', [-1.7667985114898956, 1.4584851932826393, -2.2418854793138654, 2.3533900973269857, 1.5706867462330887, 1.3751062449434788])"
7.736,"array('d', [-1.7669665441761755, 1.4585093804220552, -2.2419124986181407, 2.353389812299261, 1.5706865607969347, 1.3749360465955363])"
7.737,"array('d', [-1.7671353672609027, 1.4585330313088631, -2.241940427840856, 2.3533904251099367, 1.5706854976462312, 1.3747683401147532])"
7.738,"array('d', [-1.7673044742397284, 1.4585561733450505, -2.241968977011183, 2.3533925729410163, 1.5706842441264757, 1.3746001021838277])"
7.739,"array('d', [-1.7674738989182015, 1.4585788032725622, -2.241998144280809, 2.3533961385734496, 1.5706829429681892, 1.3744315434347032])"
7.74,"array('d', [-1.7676436386867103, 1.4586009216466878, -2.2420279023575604, 2.3534010789983317, 1.5706816568231938, 1.3742626584000754])"
7.7410000000000005,"array('d', [-1.7678120373206243, 1.4586252251322678, -2.2420499516974273, 2.3534114622848517, 1.57068547639723, 1.3740933749622777])"
7.742,"array('d', [-1.767980309455377, 1.458648059998964, -2.242076458167796, 2.3534122723937227, 1.5706853399056464, 1.3739228681579643])"
7.743,"array('d', [-1.7681493784363325, 1.458670358498397, -2.2421038529650335, 2.353413935060361, 1.5706843226498584, 1.3737549119505097])"
7.744,"array('d', [-1.7683187278631685, 1.4586921484701516, -2.2421318424729635, 2.3534171002296764, 1.5706831149907423, 1.373586423833815])"
7.745,"array('d', [-1.7684867639242743, 1.4587160794507916, -2.2421522875251414, 2.353425693786785, 1.5706868698412404, 1.3734175412360499])"
7.746,"array('d', [-1.7686546833821157, 1.4587385565336826, -2.242177159514451, 2.353424933799946, 1.5706866847120076, 1.3732474581125371])"
7.747,"array('d', [-1.7688233905727835, 1.4587604963870202, -2.242202941526581, 2.3534250799207115, 1.5706856175260167, 1.373079867866344])"
7.748,"array('d', [-1.768992379284053, 1.458781926053614, -2.2422293452675053, 2.353426764655894, 1.5706843579510725, 1.3729117491471425])"
7.7490000000000006,"array('d', [-1.769161683244689, 1.4588028422670154, -2.242256368570717, 2.3534298710605372, 1.5706830501156948, 1.3727433120583068])"
7.75,"array('d', [-1.7693312998463313, 1.4588232455377237, -2.2422839840203523, 2.353434355897598, 1.5706817571498557, 1.3725745511656986])"
7.751,"array('d', [-1.7694995745961626, 1.4588458302642666, -2.242303905100593, 2.3534442775855666, 1.5706855642844448, 1.3724053943894048])"
7.752,"array('d', [-1.769667720681887, 1.458866948069286, -2.242328284426925, 2.3534446488239333, 1.5706854205514504, 1.3722350148203657])"
7.753,"array('d', [-1.769836661012472, 1.458887528450041, -2.2423535515442756, 2.353445879433683, 1.5706843972429299, 1.3720671873041421])"
7.7540000000000004,"array('d', [-1.7700058793812048, 1.458907598904097, -2.24237941445951, 2.353448614978039, 1.570683183623481, 1.371898830877627])"
7.755,"array('d', [-1.7701754102983374, 1.458927156181703, -2.2424058720269544, 2.353452738667879, 1.5706819215373509, 1.3717301598844525])"
7.756,"array('d', [-1.7703435983611007, 1.4589488940762128, -2.242424642264575, 2.3534623038083082, 1.5706857340890197, 1.3715610925819293])"
7.757000000000001,"array('d', [-1.7705116568439514, 1.4589691658881394, -2.242447874556399, 2.3534623319233527, 1.5706855882448327, 1.3713908028764006])"
7.758,"array('d', [-1.7706805082726444, 1.4589888998398983, -2.242471997013628, 2.3534632263560713, 1.5706845597455021, 1.371223065128435])"
7.759,"array('d', [-1.7708496367101214, 1.4590081232576708, -2.2424967183868807, 2.353465630362665, 1.5706833396280937, 1.3710547999845668])"
7.76,"array('d', [-1.7710190765869365, 1.4590268328813858, -2.242522037292462, 2.353469427246143, 1.5706820706896605, 1.3708862213083906])"
7.761,"array('d', [-1.7711871734551368, 1.4590477212345647, -2.2425396786665064, 2.353478665150563, 1.5706858732428268, 1.3707172474215172])"
7.7620000000000005,"array('d', [-1.7713551400342693, 1.4590671445018146, -2.242561784475531, 2.3534783807267203, 1.5706857202448554, 1.3705470521814302])"
7.763,"array('d', [-1.7715238981455836, 1.4590860294211996, -2.2425847822101654, 2.353478968612258, 1.570684685353223, 1.3703794082231124])"
7.764,"array('d', [-1.7716929322126849, 1.459104403152592, -2.242608381400939, 2.3534810697665254, 1.5706834589701528, 1.3702112384598861])"
7.765000000000001,"array('d', [-1.7718622765803258, 1.4591222624346314, -2.2426325804156826, 2.3534845677017167, 1.5706821839466054, 1.3700427562662176])"
7.766,"array('d', [-1.7720302780309634, 1.4591422980744384, -2.242649112509782, 2.353493504767815, 1.5706859765987222, 1.36987388002238])"
7.767,"array('d', [-1.772198148527583, 1.4591608697426555, -2.2426701102243016, 2.353492935188715, 1.5706858172459637, 1.3697037836899493])"
7.768,"array('d', [-1.7723668090438962, 1.4591789025596136, -2.2426920009792224, 2.3534932433616924, 1.5706847769427088, 1.3695362375835598])"
7.769,"array('d', [-1.772535744423475, 1.4591964235104224, -2.2427144951625375, 2.353495067792401, 1.5706835453108965, 1.3693681672638267])"
7.7700000000000005,"array('d', [-1.7727049889330135, 1.4592134293340269, -2.2427375909141642, 2.353498292210322, 1.5706822652149577, 1.369199785657913])"
7.771,"array('d', [-1.772872891741469, 1.4592326072354616, -2.2427530354440597, 2.3535069526922445, 1.570686069956428, 1.3690310086402884])"
7.772,"array('d', [-1.7730406633439866, 1.4592503227090197, -2.2427729444450883, 2.353506126567655, 1.5706859132445135, 1.3688610154756606])"
7.773000000000001,"array('d', [-1.7732092231880283, 1.4592674988717875, -2.242793746679901, 2.35350618377693, 1.570684871339857, 1.3686935703005962])"
7.774,"array('d', [-1.7733780567463118, 1.4592841624950084, -2.2428151536401306, 2.353507759697556, 1.570683636218731, 1.3685256024662786])"
7.775,"array('d', [-1.7735471982235378, 1.4593003103098308, -2.242837163300661, 2.353510738147149, 1.5706823520081294, 1.3683573244952314])"
7.776,"array('d', [-1.7737166450192667, 1.4593159427674867, -2.2428597485001394, 2.3535150762933754, 1.5706810818615708, 1.3681887307027671])"
7.777,"array('d', [-1.7738847220362337, 1.4593337895455007, -2.2428745318192576, 2.3535248704468277, 1.5706849732586392, 1.3680197478750944])"
7.7780000000000005,"array('d', [-1.7740526558747147, 1.4593501608468595, -2.242893816043473, 2.3535249845446513, 1.5706848662085922, 1.3678495259053058])"
7.779,"array('d', [-1.7742213844434616, 1.4593659927262708, -2.242913974962822, 2.3535259412614686, 1.570683866812647, 1.3676819097405128])"
7.78,"array('d', [-1.774390383492877, 1.459381312377292, -2.2429347164263502, 2.353528388394711, 1.5706826726541905, 1.3675137703659588])"
7.781000000000001,"array('d', [-1.7745580405583865, 1.4593988025818065, -2.2429478225123365, 2.3535362787861205, 1.5706864710303075, 1.367345248439475])"
7.782,"array('d', [-1.774725564782898, 1.459414832243958, -2.2429654010320896, 2.3535347134565954, 1.5706863022713202, 1.3671755099559075])"
7.783,"array('d', [-1.774893874305263, 1.4594303217021893, -2.242983878734063, 2.3535340471039357, 1.5706852457874731, 1.3670083166852358])"
7.784,"array('d', [-1.7750624555823418, 1.4594452973845111, -2.243002968669669, 2.3535349101898673, 1.570683994824678, 1.3668406038874001])"
7.785,"array('d', [-1.7752313426149524, 1.459459756006093, -2.2430226682664465, 2.353537186783659, 1.5706826946305799, 1.3666725829292])"
7.7860000000000005,"array('d', [-1.7754005327949518, 1.4594736979594283, -2.243042950078198, 2.3535408336372994, 1.5706814087015146, 1.3665042482169318])"
7.787,"array('d', [-1.7755683544761902, 1.459489847899655, -2.2430554583458546, 2.353549932871089, 1.5706852735695571, 1.3663355266677653])"
7.788,"array('d', [-1.775736032448875, 1.4595045252170549, -2.2430724695333955, 2.3535493924443647, 1.5706851494951113, 1.366165570510667])"
7.789000000000001,"array('d', [-1.7759045016156385, 1.4595186621093714, -2.2430903592416755, 2.353549708514884, 1.5706841357466044, 1.3659982143700873])"
7.79,"array('d', [-1.776073239221527, 1.4595322853992738, -2.243108837239193, 2.3535515232438926, 1.5706829277915906, 1.365830338377143])"
7.791,"array('d', [-1.776240637330094, 1.4595480708001944, -2.243119713185672, 2.3535587752895664, 1.5706867218202976, 1.3656620795652181])"
7.792,"array('d', [-1.776407902446162, 1.4595623989705564, -2.2431350602604065, 2.3535566161790973, 1.570686545928354, 1.3654926114015233])"
7.793,"array('d', [-1.7765759490312465, 1.4595761859902894, -2.2431513088111936, 2.3535553692613886, 1.5706854800129073, 1.3653256815032555])"
7.7940000000000005,"array('d', [-1.7767442652325829, 1.459589457877821, -2.243168174066667, 2.3535556587061066, 1.5706842181924494, 1.3651582353633491])"
7.795,"array('d', [-1.7769128848613285, 1.4596022113415354, -2.243185653004748, 2.3535573689071403, 1.5706829068534778, 1.3649904832430308])"
7.796,"array('d', [-1.77708180530418, 1.4596144467259808, -2.243203717978333, 2.3535604563020165, 1.5706816098482328, 1.3648224196229295])"
7.797000000000001,"array('d', [-1.777249359124377, 1.4596288824610404, -2.243214038714523, 2.353568987058508, 1.5706854504490861, 1.3646539715820314])"
7.798,"array('d', [-1.7774167687263391, 1.4596418487124605, -2.2432288600535695, 2.353567919565798, 1.570685313207182, 1.364484293964109])"
7.799,"array('d', [-1.7775849657212621, 1.4596542735001712, -2.243244560866435, 2.3535677196010156, 1.5706842893222257, 1.3643172099003313])"
7.8,"array('d', [-1.7777534289338461, 1.4596661832493365, -2.2432608530923535, 2.353569023258864, 1.5706830718192881, 1.3641496092751115])"
7.801,"array('d', [-1.7779221929043734, 1.4596775746897872, -2.2432777346710555, 2.3535717151526305, 1.5706818047139632, 1.3639817063356432])"
7.8020000000000005,"array('d', [-1.7780895904818803, 1.4596911637151977, -2.2432868859731214, 2.3535798531450642, 1.5706856457868406, 1.3638134185063624])"
7.803,"array('d', [-1.7782568436979125, 1.4597032847927507, -2.243300539707826, 2.3535784149460826, 1.5706855042243086, 1.3636439036451597])"
7.804,"array('d', [-1.7784248824191817, 1.4597148639871187, -2.2433150757093334, 2.3535778528836167, 1.5706844737781678, 1.3634769784924634])"
7.805000000000001,"array('d', [-1.7785931863953084, 1.459725927524041, -2.2433302069337717, 2.3535787999304, 1.5706832486202391, 1.3633095384286091])"
7.806,"array('d', [-1.7787617900451136, 1.4597364721244548, -2.2433459310464765, 2.3535811408125076, 1.5706819736176332, 1.3631417970071786])"
7.807,"array('d', [-1.7789290283433954, 1.4597492105488203, -2.2433539412147283, 2.353588925289789, 1.5706858000658555, 1.362973671784968])"
7.808,"array('d', [-1.779096122308855, 1.4597604826899195, -2.243366454096979, 2.3535871563678117, 1.5706856494721726, 1.3628043226619908])"
7.809,"array('d', [-1.7792639997980169, 1.4597712124760869, -2.243379851235185, 2.353586270957702, 1.5706846116048443, 1.3626375589876116])"
7.8100000000000005,"array('d', [-1.7794321415444043, 1.4597814259397202, -2.243393846634053, 2.353586898952737, 1.5706833793697759, 1.3624702821103956])"
7.811,"array('d', [-1.7796005818446505, 1.4597911198020939, -2.2434084376825028, 2.3535889253082023, 1.570682097577068, 1.3623027049108347])"
7.812,"array('d', [-1.77976765809795, 1.4598030029022715, -2.2434153317942194, 2.3535964042346995, 1.5706858855786345, 1.362134740257302])"
7.813,"array('d', [-1.7799345905541795, 1.459813420936164, -2.2434267298762913, 2.3535943458818576, 1.5706857177610325, 1.361965557921381])"
7.814,"array('d', [-1.7801023047038125, 1.4598232960734567, -2.243439013589461, 2.3535931765624807, 1.5706846706148225, 1.3617989576766651])"
7.815,"array('d', [-1.7802702820852698, 1.459832654184306, -2.243451897847563, 2.353593523630822, 1.5706834318802725, 1.3616318459486487])"
7.816,"array('d', [-1.7804385568777314, 1.4598414920032912, -2.243465379747681, 2.3535952724403697, 1.5706821447777035, 1.3614644350213487])"
7.817,"array('d', [-1.7806071264527734, 1.4598498098476858, -2.24347943187757, 2.3535983799922513, 1.5706808719710432, 1.3612967191149623])"
7.8180000000000005,"array('d', [-1.7807743057429788, 1.459860356496154, -2.2434856462029247, 2.353606945193063, 1.5706847893069429, 1.3611286243330056])"
7.819,"array('d', [-1.78094132982975, 1.4598694264952634, -2.2434963960227776, 2.353605797599727, 1.5706846876977738, 1.3609592901637393])"
7.82,"array('d', [-1.78110914119385, 1.4598779535129582, -2.2435080125057154, 2.3536055015514936, 1.5706836888977658, 1.3607925907485503])"
7.821,"array('d', [-1.7812772125715788, 1.4598859637345238, -2.2435202076382685, 2.353606694728448, 1.5706824926569776, 1.3606253793461616])"
7.822,"array('d', [-1.7814439223536969, 1.4598961577423626, -2.243524736348935, 2.3536133321797834, 1.570686313948552, 1.3604577955441752])"
7.823,"array('d', [-1.7816104878486545, 1.4599048905079155, -2.243533770603559, 2.3536104869698136, 1.57068614918, 1.3602889967105878])"
7.824,"array('d', [-1.7817778307647927, 1.4599130796479525, -2.243543696684008, 2.353608550792994, 1.5706850923077584, 1.3601227692159163])"
7.825,"array('d', [-1.781945435037778, 1.4599207505801655, -2.243554231856879, 2.3536081436617304, 1.570683838406932, 1.35995603349503])"
7.8260000000000005,"array('d', [-1.7821133345926192, 1.4599279000040153, -2.243565372702876, 2.353609150907014, 1.5706825344385351, 1.359789000331656])"
7.827,"array('d', [-1.782281526804061, 1.4599345281698346, -2.2435770915305917, 2.353611528950561, 1.5706812444055123, 1.3596216641078465])"
7.828,"array('d', [-1.7824483317905646, 1.459943376084954, -2.2435810106603453, 2.3536193581322316, 1.5706851281796619, 1.3594539511601704])"
7.829,"array('d', [-1.7826149822585382, 1.4599507512174963, -2.2435894642800096, 2.353617526886096, 1.5706850064631421, 1.3592850068362021])"
7.83,"array('d', [-1.782782415569273, 1.4599575824214386, -2.243598788839851, 2.3536165632505037, 1.5706839914755273, 1.359118685727944])"
7.831,"array('d', [-1.782950106953259, 1.4599638954732408, -2.2436086986460997, 2.353617098087881, 1.5706827799195109, 1.3589518561546023])"
7.832,"array('d', [-1.7831180910161304, 1.4599696870851833, -2.2436191912011476, 2.3536190168486892, 1.570681517573471, 1.358784732603499])"
7.833,"array('d', [-1.7832846887412355, 1.4599776947909529, -2.2436219024317823, 2.35362638994324, 1.570685397503276, 1.3586172317461989])"
7.8340000000000005,"array('d', [-1.7834511323726105, 1.459984231638378, -2.243629149971995, 2.35362413018295, 1.570685268463723, 1.3584485035294198])"
7.835,"array('d', [-1.783618356617913, 1.459990224169303, -2.2436372724435034, 2.3536227486699905, 1.570684244359924, 1.358282392161505])"
7.836,"array('d', [-1.7837858380821214, 1.459995697951641, -2.243645985273232, 2.353622872726827, 1.5706830227277702, 1.3581157740837921])"
7.837,"array('d', [-1.7839536112055445, 1.4600006496879052, -2.2436552856340177, 2.3536243879204086, 1.5706817501649457, 1.3579488628633978])"
7.838,"array('d', [-1.7841199997497448, 1.460007812742075, -2.243656825499807, 2.3536313548999503, 1.5706856111875296, 1.357781575353751])"
7.839,"array('d', [-1.7842862347859103, 1.4600135070056732, -2.243662901563454, 2.3536287174054076, 1.5706854704229, 1.3576130650803964])"
7.84,"array('d', [-1.7844532481017614, 1.4600186565026003, -2.2436698554927936, 2.3536269672990096, 1.5706844367306563, 1.3574471648752529])"
7.841,"array('d', [-1.784620517731619, 1.4600232865964962, -2.243677403885251, 2.3536267283800276, 1.5706832060105194, 1.3572807597633016])"
7.8420000000000005,"array('d', [-1.7847880779545064, 1.4600273939899624, -2.243685543590657, 2.3536278864510636, 1.570681924749319, 1.357114062438433])"
7.843,"array('d', [-1.7849542555707802, 1.4600337074542298, -2.2436859439539565, 2.3536344918331453, 1.5706857677480628, 1.3569469899241469])"
7.844,"array('d', [-1.7851202802547177, 1.4600385542843315, -2.243690878861184, 2.3536315214608243, 1.5706856167824768, 1.3567786993484996])"
7.845,"array('d', [-1.7852870808052421, 1.4600428558763605, -2.243696693545017, 2.353629446589379, 1.5706845751777414, 1.3566130118972928])"
7.846,"array('d', [-1.7854541367017944, 1.4600466373809282, -2.2437031058580423, 2.35362888735683, 1.570683337066284, 1.3564468213134093])"
7.847,"array('d', [-1.7856214820794387, 1.4600498955027954, -2.243710112363448, 2.3536297298083357, 1.570682048779976, 1.3562803395115248])"
7.848,"array('d', [-1.7857874469380106, 1.4600553541643067, -2.243709400592027, 2.353636013582836, 1.5706858749004318, 1.356113483682203])"
7.849,"array('d', [-1.7859532594131349, 1.460059348396112, -2.243713220515788, 2.3536327501431336, 1.5706857151957478, 1.355945414545928])"
7.8500000000000005,"array('d', [-1.7861198452931704, 1.4600627969083433, -2.243717921240201, 2.3536303893730928, 1.570684667203094, 1.3557799415649232])"
7.851,"array('d', [-1.7862866854964754, 1.460065724632349, -2.2437232219352, 2.353629547662223, 1.570683423220293, 1.355613967193024])"
7.852,"array('d', [-1.7864538140305366, 1.460068128276548, -2.2437291189105806, 2.3536301113014, 1.5706821293986808, 1.355447702654273])"
7.853,"array('d', [-1.786621228250831, 1.4600700080277844, -2.2437355844995617, 2.353632036854809, 1.5706808493773132, 1.355281142223787])"
7.854,"array('d', [-1.7867872366586237, 1.4600741259546821, -2.243734195817419, 2.353639419281828, 1.5706847769356687, 1.3551142115560286])"
7.855,"array('d', [-1.7869530823513837, 1.4600767678599114, -2.2437373706125383, 2.3536370777065567, 1.5706846727532568, 1.3549460505154884])"
7.856,"array('d', [-1.7871197067668765, 1.460078863827548, -2.2437414068771555, 2.3536356008873094, 1.5706836692871042, 1.3547805366058465])"
7.857,"array('d', [-1.7872865823005673, 1.460080439105815, -2.24374602097045, 2.353635615359438, 1.5706824665394101, 1.3546145209271492])"
7.8580000000000005,"array('d', [-1.787452081408293, 1.460084206559361, -2.243742955526544, 2.3536410722983803, 1.5706862963350732, 1.3544481414639042])"
7.859,"array('d', [-1.7876174291103517, 1.4600865137364005, -2.2437444220107605, 2.353637039224186, 1.5706861286216085, 1.3542805571814787])"
7.86,"array('d', [-1.7877835453993323, 1.460088274446812, -2.2437467752750133, 2.353633928711388, 1.5706850671023966, 1.3541155546886892])"
7.861,"array('d', [-1.787949914192898, 1.4600895131715577, -2.243749737007269, 2.353632349432741, 1.5706838068257944, 1.3539500541816143])"
7.862,"array('d', [-1.7881165692068657, 1.4600902265980042, -2.2437533029554944, 2.353632187832294, 1.57068249604243, 1.3537842652513383])"
7.863,"array('d', [-1.7882835077889354, 1.4600904148548268, -2.243757445155645, 2.3536333999756684, 1.5706811990975054, 1.3536181823146807])"
7.864,"array('d', [-1.7884490449631003, 1.460092830122061, -2.2437537777699594, 2.3536400590165183, 1.570685089364781, 1.3534517313162104])"
7.865,"array('d', [-1.788614420992821, 1.4600937739736324, -2.24375466959816, 2.35363705425679, 1.5706849644394185, 1.3532840606410048])"
7.8660000000000005,"array('d', [-1.7887805706210123, 1.4600941709869544, -2.243756426618981, 2.3536349308756446, 1.570683945133222, 1.3531190213376836])"
7.867,"array('d', [-1.7889469694552442, 1.4600940459718637, -2.243758767842249, 2.3536343077001622, 1.5706827276528255, 1.3529534838393618])"
7.868,"array('d', [-1.7891136518751827, 1.4600933956324402, -2.2437616899365156, 2.3536350713319387, 1.5706814589879867, 1.352787661369348])"
7.869,"array('d', [-1.7892789343268882, 1.4600949677990789, -2.2437568234805987, 2.353641283552776, 1.5706853441436983, 1.3526214702533357])"
7.87,"array('d', [-1.7894440564624026, 1.4600950707933844, -2.2437565166550097, 2.353637862657807, 1.570685211818124, 1.3524540647258996])"
7.871,"array('d', [-1.789609949661316, 1.460094626597443, -2.2437570787300842, 2.3536353339447285, 1.5706841837068537, 1.3522892823247836])"
7.872,"array('d', [-1.7897760912246026, 1.4600936598001386, -2.243758229978534, 2.353634312319187, 1.5706829565468916, 1.3521240034977782])"
7.873,"array('d', [-1.789942515358307, 1.4600921670965936, -2.2437599667471977, 2.353634684498675, 1.5706816780907233, 1.351958440512461])"
7.8740000000000006,"array('d', [-1.7901075417717096, 1.4600928913895614, -2.2437539380870373, 2.3536405013392803, 1.5706855432474667, 1.351792509900278])"
7.875,"array('d', [-1.7902724088344444, 1.4600921488607177, -2.2437524676751197, 2.3536367160652465, 1.570685399182322, 1.3516253706504375])"
7.876,"array('d', [-1.790438044347589, 1.4600908587296633, -2.2437518688099454, 2.353633832209964, 1.570684361832481, 1.351460846014348])"
7.877,"array('d', [-1.79060392733427, 1.4600890453706363, -2.2437518630626703, 2.3536324608173538, 1.5706831260159682, 1.3512958267581134])"
7.878,"array('d', [-1.7907700918323624, 1.4600867054795232, -2.2437524464662317, 2.3536324888388, 1.5706818393191555, 1.3511305242488751])"
7.8790000000000004,"array('d', [-1.7909348610065625, 1.4600865767192444, -2.2437452875244426, 2.3536379558106106, 1.5706856856005464, 1.3509648552086624])"
7.88,"array('d', [-1.7910994717632358, 1.4600849835413527, -2.2437426840471573, 2.3536338515417494, 1.570685531397183, 1.3507979833447321])"
7.881,"array('d', [-1.7912648483042108, 1.4600828423300418, -2.2437409537412645, 2.353630656845639, 1.5706844865189127, 1.3506337175567134])"
7.882000000000001,"array('d', [-1.7914304713663662, 1.4600801772380085, -2.24373981954782, 2.3536289788056677, 1.5706832437652185, 1.3504689589159256])"
7.883,"array('d', [-1.7915963748378516, 1.460076984963831, -2.243739277223208, 2.3536287046126363, 1.5706819505185958, 1.3503039179895866])"
7.884,"array('d', [-1.791760885407751, 1.4600759975249593, -2.2437310149364764, 2.353633876248555, 1.5706857505101897, 1.350138506985797])"
7.885,"array('d', [-1.7919252389099365, 1.460073547476239, -2.2437273068523877, 2.35362949884508, 1.5706855766796508, 1.3499719016741736])"
7.886,"array('d', [-1.7920903557739387, 1.4600705488879857, -2.2437244729280366, 2.3536260369661224, 1.5706845220836112, 1.3498078953160253])"
7.8870000000000005,"array('d', [-1.792255718178712, 1.460067025731455, -2.2437222372774075, 2.353624094457199, 1.5706832730236369, 1.3496433978663545])"
7.888,"array('d', [-1.7924213598704481, 1.460062974722538, -2.243720595361875, 2.3536235589415964, 1.5706819749031646, 1.3494786191949648])"
7.889,"array('d', [-1.7925872781600698, 1.4600583959421582, -2.2437195192486357, 2.353624386762288, 1.5706806909211077, 1.3493135535881073])"
7.890000000000001,"array('d', [-1.7927517764481369, 1.4600560627337837, -2.2437105782224043, 2.353630671276314, 1.5706845517939918, 1.3491481286974383])"
7.891,"array('d', [-1.7929161067244002, 1.4600522549415282, -2.243706224822212, 2.3536272247003147, 1.570684419012899, 1.3489814872552601])"
7.892,"array('d', [-1.793081205744311, 1.46004789826472, -2.2437027262821174, 2.3536246545005364, 1.570683404732553, 1.3488174958560843])"
7.893,"array('d', [-1.7932465471259322, 1.4600430170311112, -2.24369980376627, 2.3536235752201318, 1.5706821966095523, 1.3486530130786285])"
7.894,"array('d', [-1.7934121652620545, 1.4600376079675177, -2.2436974535921306, 2.3536238745849483, 1.5706809388024483, 1.3484882523677566])"
7.8950000000000005,"array('d', [-1.7935763650627419, 1.4600344399121425, -2.243687261968301, 2.353629634372725, 1.5706847926183467, 1.3483231316502429])"
7.896,"array('d', [-1.7937403981270799, 1.4600297996935272, -2.2436816598326583, 2.353625696609542, 1.5706846508829742, 1.3481568007389366])"
7.897,"array('d', [-1.7939051972350284, 1.4600246103137404, -2.2436769179785325, 2.3536226481908313, 1.5706836265000241, 1.3479931099574594])"
7.898000000000001,"array('d', [-1.7940702380048335, 1.4600188958847926, -2.2436727588098107, 2.3536210996244553, 1.5706824074815064, 1.3478289296462789])"
7.899,"array('d', [-1.7942338911576372, 1.4600153748585543, -2.2436609372080594, 2.3536249907523326, 1.570686149534161, 1.3476643972843132])"
7.9,"array('d', [-1.7943973892917398, 1.4600103977322685, -2.243653670629722, 2.3536194208731205, 1.570685941494012, 1.3474986815212848])"
7.901,"array('d', [-1.7945616431466007, 1.4600048709920916, -2.2436472888231793, 2.3536147966356418, 1.5706848603648562, 1.3473355391203201])"
7.902,"array('d', [-1.7947261400732997, 1.4599988180004457, -2.2436415195152004, 2.3536117107947256, 1.5706835866212523, 1.3471719108971296])"
7.9030000000000005,"array('d', [-1.794890913289823, 1.4599922354678567, -2.2436363571639477, 2.3536100515914558, 1.5706822651055286, 1.3470080039289631])"
7.904,"array('d', [-1.7950559600727714, 1.4599851233994117, -2.243631773308564, 2.35360977475367, 1.5706809586408488, 1.346843812676667])"
7.905,"array('d', [-1.7952195962196014, 1.459980236041524, -2.243619405706679, 2.3536149387738874, 1.5706847958235155, 1.34667926088084])"
7.906000000000001,"array('d', [-1.7953830686570098, 1.459973882279993, -2.2436116155142702, 2.3536104755435807, 1.5706846463805033, 1.3465135165096151])"
7.907,"array('d', [-1.795547301101227, 1.4599669785149008, -2.2436046859523966, 2.3536069164736757, 1.5706836157824946, 1.3463503916815818])"
7.908,"array('d', [-1.7957117731850254, 1.459959548355571, -2.2435983426892454, 2.3536048629116375, 1.5706823900747577, 1.3461867808124135])"
7.909,"array('d', [-1.7958765188106662, 1.4599515885211354, -2.2435925812193243, 2.353604203094465, 1.5706811146769768, 1.3460228946751198])"
7.91,"array('d', [-1.7960398563774411, 1.4599458469808337, -2.243579061520391, 2.3536089837550245, 1.570684968870852, 1.3458586447743381])"
7.9110000000000005,"array('d', [-1.7962030316782136, 1.4599386417296776, -2.2435701165133746, 2.353604171038707, 1.5706848221639558, 1.3456932110053683])"
