time,joint_positions
2.568,"array('d', [-1.903679807893279, 1.3834527153653295, -2.1506816990621385, 2.3377165262432933, 1.5707234977784368, 1.2379145817199158])"
2.569,"array('d', [-1.9037190422047303, 1.3833192827968184, -2.1505162530127833, 2.3376843052673477, 1.5707238076757688, 1.2378753331770163])"
2.57,"array('d', [-1.903758645844479, 1.3831899043478064, -2.1503437321164465, 2.33765424982557, 1.5707219665566976, 1.237836246652016])"
2.571,"array('d', [-1.9037979006020895, 1.3830592789771603, -2.150175420169525, 2.337613401586198, 1.5707203397626746, 1.237796495168788])"
2.572,"array('d', [-1.9038369958493682, 1.3829284656012881, -2.1500068808171613, 2.337574184303668, 1.5707199431378647, 1.2377572068738183])"
2.573,"array('d', [-1.9038758848828445, 1.3827973599477488, -2.149838542129294, 2.337535362638018, 1.5707199100147482, 1.2377181207759724])"
2.574,"array('d', [-1.9039145719809791, 1.3826659779878596, -2.149670338949542, 2.3374970806707345, 1.57072003584094, 1.2376792643785435])"
2.575,"array('d', [-1.9039530563672957, 1.3825343216662822, -2.149502264456005, 2.337459317591766, 1.5707202277863108, 1.2376406287495472])"
2.576,"array('d', [-1.9039913387446994, 1.382402393944014, -2.149334308269116, 2.3374220629397646, 1.5707204511803803, 1.2376022117764367])"
2.577,"array('d', [-1.9040294199340446, 1.3822701974706302, -2.149166461594807, 2.3373853026812164, 1.5707206922192127, 1.237564011349651])"
2.578,"array('d', [-1.9040673008386941, 1.3821377348351522, -2.1489987161208144, 2.3373490224955207, 1.570720945326913, 1.2375260257110032])"
2.579,"array('d', [-1.9041049823725102, 1.382005008580902, -2.148831063914928, 2.3373132081114623, 1.5707212080927568, 1.2374882532287486])"
2.58,"array('d', [-1.904142465439285, 1.3818720212200044, -2.1486634973458867, 2.337277845529491, 1.570721479337123, 1.2374506923518707])"
2.581,"array('d', [-1.9041797509243947, 1.3817387752380093, -2.1484960090521157, 2.337242921090507, 1.5707217583628608, 1.237413341586924])"
2.582,"array('d', [-1.9042168396920338, 1.381605273095758, -2.148328591924861, 2.337208421497347, 1.5707220446664365, 1.2373761994889176])"
2.583,"array('d', [-1.9042537325844924, 1.381471517230083, -2.1481612390974445, 2.337174333816921, 1.570722337826251, 1.2373392646570336])"
2.584,"array('d', [-1.9042904304222272, 1.3813375100540741, -2.14799394393695, 2.337140645475157, 1.570722637459355, 1.2373025357322933])"
2.585,"array('d', [-1.9043274965132777, 1.3812075419386494, -2.147819617507805, 2.3371091457372115, 1.5707207911211245, 1.2372659717028558])"
2.586,"array('d', [-1.9043642125074545, 1.3810763261170103, -2.1476495098301447, 2.337066902025141, 1.5707191589973002, 1.237228744278572])"
2.587,"array('d', [-1.9044007677219887, 1.380944919320228, -2.147479186512672, 2.3370263315421824, 1.5707187572328938, 1.2371919832503058])"
2.588,"array('d', [-1.9044371153671307, 1.3808132161154654, -2.1473090810999107, 2.336986181350648, 1.5707187179005946, 1.2371554262661457])"
2.589,"array('d', [-1.9044732598807366, 1.3806812328315052, -2.1471391267616804, 2.3369465982044004, 1.5707188378466295, 1.237119101343277])"
2.59,"array('d', [-1.9045092005281385, 1.3805489714471422, -2.146969316452377, 2.3369075599474436, 1.570719024384761, 1.2370829993321992])"
2.591,"array('d', [-1.9045449380754682, 1.3804164350136232, -2.146799639344037, 2.3368690554636964, 1.5707192429456929, 1.2370471180547329])"
2.592,"array('d', [-1.9045804734003964, 1.380283626263636, -2.146630086236271, 2.336831070001821, 1.5707194797430615, 1.237011455307673])"
2.593,"array('d', [-1.9046158074622856, 1.3801505478702525, -2.146460648417241, 2.336793588557527, 1.5707197291961295, 1.236976009244463])"
2.594,"array('d', [-1.9046509412296342, 1.3800172024603186, -2.1462913175672003, 2.336756596193472, 1.5707199888798031, 1.236940778146067])"
2.595,"array('d', [-1.9046858756597151, 1.3798835926289938, -2.1461220856787175, 2.336720078261983, 1.5707202575969181, 1.2369057603761493])"
2.596,"array('d', [-1.904720611690269, 1.379749720944301, -2.14595294502529, 2.3366840204728416, 1.570720534631864, 1.2368709543578806])"
2.597,"array('d', [-1.904755150236771, 1.3796155899489686, -2.145783888144204, 2.3366484089142605, 1.5707208194626137, 1.2368363585648265])"
2.598,"array('d', [-1.9047894921917339, 1.3794812021611116, -2.1456149078255127, 2.33661323005455, 1.57072111164937, 1.2368019715166358])"
2.599,"array('d', [-1.9048236384248012, 1.3793465600744852, -2.1454459971034363, 2.336578470736657, 1.5707214107914014, 1.2367677917766713])"
2.6,"array('d', [-1.904857589783136, 1.3792116661585783, -2.145277149248825, 2.3365441181700857, 1.5707217165101908, 1.2367338179503984])"
2.601,"array('d', [-1.9048913470919147, 1.3790765228586515, -2.145108357762137, 2.336510159921963, 1.5707220284427448, 1.2367000486840856])"
2.602,"array('d', [-1.9049249111548554, 1.3789411325957603, -2.1449396163667305, 2.3364765839079187, 1.5707223462388276, 1.2366664826636395])"
2.603,"array('d', [-1.9049588584032295, 1.3788098699407643, -2.1447637062628457, 2.3364452115730407, 1.57072047337586, 1.2366330784560498])"
2.604,"array('d', [-1.904992453943351, 1.3786773451329253, -2.1445920933071476, 2.3364028491632385, 1.5707188179902845, 1.2365989871408631])"
2.605,"array('d', [-1.9050258912705273, 1.3785446361122236, -2.144420245611236, 2.3363621904002696, 1.5707184196701638, 1.2365653667046084])"
2.606,"array('d', [-1.905059122292761, 1.3784116334664147, -2.1442486143931805, 2.336321933788485, 1.5707183891821037, 1.2365319472067189])"
2.607,"array('d', [-1.9050921516431432, 1.3782783541886743, -2.1440771302270214, 2.3362822344413385, 1.5707185205144145, 1.2364987581553315])"
2.608,"array('d', [-1.9051249785165438, 1.3781448001909216, -2.1439057866239564, 2.3362430696215815, 1.570718719086593, 1.2364657901015426])"
2.609,"array('d', [-1.9051576036731968, 1.3780109745539262, -2.1437345729109505, 2.3362044287192965, 1.5707189497142062, 1.2364330409177946])"
2.61,"array('d', [-1.9051900279817566, 1.3778768800241663, -2.143563480104958, 2.336166297281355, 1.570719198365351, 1.236400508409778])"
2.611,"array('d', [-1.905222252395943, 1.377742519289196, -2.143392499702816, 2.3361286605983658, 1.570719459372539, 1.2363681907501278])"
2.612,"array('d', [-1.9052542778795294, 1.377607894989473, -2.1432216235902657, 2.336091504011378, 1.570719730282991, 1.2363360862385862])"
2.613,"array('d', [-1.9052861053857322, 1.377473009733317, -2.143050843960196, 2.3360548131414243, 1.5707200098947574, 1.2363041932574375])"
2.614,"array('d', [-1.905317735848702, 1.3773378661014986, -2.1428801532811144, 2.3360185739585946, 1.5707202974960937, 1.2362725102478356])"
2.615,"array('d', [-1.9053491701807184, 1.3772024666491167, -2.142709544279979, 2.3359827728038094, 1.570720592572028, 1.236241035700601])"
2.616,"array('d', [-1.905380409271457, 1.3770668139062963, -2.142539009931265, 2.3359473963908983, 1.5707208946908975, 1.2362097681518789])"
2.617,"array('d', [-1.9054114539880607, 1.376930910378452, -2.142368543448486, 2.335912431801414, 1.5707212034603748, 1.2361787061807732])"
2.618,"array('d', [-1.9054423051755127, 1.3767947585463902, -2.142198138276787, 2.335877866476776, 1.5707215185103078, 1.2361478484077528])"
2.619,"array('d', [-1.9054735441412247, 1.376662756522068, -2.1420205445327953, 2.3358455278276096, 1.5707196305362794, 1.2361171532774695])"
2.62,"array('d', [-1.905504430081391, 1.3765294864187143, -2.1418472844863388, 2.3358021438196634, 1.57071796090208, 1.236085763583914])"
2.621,"array('d', [-1.90553515799443, 1.376396032450706, -2.141673791903713, 2.3357605048502914, 1.5707175581483863, 1.2360548487243357])"
2.622,"array('d', [-1.905565679230174, 1.3762622829785354, -2.1415005281030632, 2.33571927979069, 1.570717524493455, 1.2360241348944756])"
2.623,"array('d', [-1.9055959986075948, 1.3761282554829857, -2.1413274215164333, 2.33567862865433, 1.5707176538595597, 1.2359936525295077])"
2.624,"array('d', [-1.9056261153235738, 1.375993951870391, -2.141154465685202, 2.3356385275089724, 1.5707178510729014, 1.235963391911267])"
2.625,"array('d', [-1.9056560301800105, 1.37585937529186, -2.140981649655888, 2.335598965451408, 1.5707180807957366, 1.235933350884913])"
2.626,"array('d', [-1.9056857440812927, 1.375724528553092, -2.140808964219662, 2.3355599276101087, 1.5707183289180133, 1.2359035271923442])"
2.6270000000000002,"array('d', [-1.905715258017558, 1.3755894144019227, -2.1406364006492176, 2.3355213988815446, 1.5707185897364961, 1.2358739189503303])"
2.628,"array('d', [-1.9057445729883369, 1.3754540355384581, -2.1404639506139267, 2.3354833642192085, 1.5707188607774922, 1.2358445244033678])"
2.629,"array('d', [-1.9057736899820092, 1.3753183946302303, -2.140291606096806, 2.335445808866168, 1.5707191408242822, 1.2358153418799085])"
2.63,"array('d', [-1.9058026099672478, 1.3751824943167466, -2.1401193593628465, 2.3354087184238703, 1.5707194291528754, 1.2357863697684675])"
2.6310000000000002,"array('d', [-1.9058313338902118, 1.3750463372113613, -2.139947202941636, 2.3353720788738426, 1.5707197252372052, 1.2357576065083913])"
2.632,"array('d', [-1.9058598626738175, 1.3749099259019661, -2.139775129616252, 2.3353358765795846, 1.5707200286351284, 1.2357290505854805])"
2.633,"array('d', [-1.9058881972178194, 1.3747732629512472, -2.1396031324146194, 2.335300098281188, 1.5707203389442386, 1.2357007005295995])"
2.634,"array('d', [-1.9059163383991926, 1.37463635089678, -2.139431204601948, 2.335264731087272, 1.5707206557846203, 1.2356725549130567])"
2.6350000000000002,"array('d', [-1.905944287072624, 1.37449919225107, -2.1392593396736954, 2.3352297624660454, 1.5707209787920051, 1.235644612349304])"
2.636,"array('d', [-1.905972633526415, 1.3743662397627807, -2.139080206323035, 2.3351970389817156, 1.5707190702604399, 1.2356168310239861])"
2.637,"array('d', [-1.9060006257226472, 1.374232009096227, -2.1389054648029484, 2.335153116300996, 1.5707173818376292, 1.2355883390657012])"
2.638,"array('d', [-1.9060284615516636, 1.3740975983873298, -2.1387304816847927, 2.335110975171934, 1.570716978775616, 1.2355603261142758])"
2.6390000000000002,"array('d', [-1.906056091386379, 1.3739628927884793, -2.1385557327014775, 2.335069243909126, 1.5707169480858076, 1.2355325123411474])"
2.64,"array('d', [-1.9060835202468744, 1.3738279103826745, -2.138381143793565, 2.3350280895457143, 1.5707170822916006, 1.2355049294792169])"
2.641,"array('d', [-1.9061107472903915, 1.373692653032023, -2.13820670883161, 2.3349874872016625, 1.5707172849586364, 1.2354775675091931])"
2.642,"array('d', [-1.9061377733349882, 1.3735571239366418, -2.1380324168035307, 2.3349474261082905, 1.5707175203667965, 1.2354504242948263])"
2.6430000000000002,"array('d', [-1.9061645992959675, 1.3734213259365893, -2.13785825850551, 2.334907891346479, 1.5707177742437726, 1.2354234975527456])"
2.644,"array('d', [-1.9061912261765541, 1.3732852618151385, -2.137684225210575, 2.334868867777637, 1.5707180408253973, 1.2353967853843657])"
2.645,"array('d', [-1.906217654989485, 1.3731489343070435, -2.13751030859057, 2.3348303403144777, 1.5707183176140163, 1.235370286018765])"
2.646,"array('d', [-1.906243886736398, 1.373012346114037, -2.137336500631349, 2.3347922941589165, 1.5707186033835085, 1.2353439977696008])"
2.6470000000000002,"array('d', [-1.9062699223991477, 1.3728754999093735, -2.137162793601001, 2.334754714871335, 1.5707188974060713, 1.2353179190108456])"
2.648,"array('d', [-1.9062957629369623, 1.3727383983397166, -2.136989180032352, 2.334717588392657, 1.5707191991539902, 1.2352920481674987])"
2.649,"array('d', [-1.9063214092856984, 1.3726010440258343, -2.1368156527118276, 2.334680901046371, 1.5707195081843117, 1.2352663837111764])"
2.65,"array('d', [-1.9063468623579152, 1.3724634395628574, -2.136642204670796, 2.3346446395331895, 1.570719824094144, 1.2352409241577111])"
2.6510000000000002,"array('d', [-1.9063721230432542, 1.372325587520378, -2.1364688291780007, 2.3346087909230113, 1.5707201465032135, 1.2352156680655293])"
2.652,"array('d', [-1.9063977860170442, 1.3721919618979226, -2.136288167845735, 2.3345752066071777, 1.5707182265709474, 1.2351905735555564])"
2.653,"array('d', [-1.9064230939155418, 1.372057053116068, -2.136111931326098, 2.3345303707678817, 1.5707165270685663, 1.2351647609501388])"
2.654,"array('d', [-1.9064482460233574, 1.3719219649931444, -2.1359354538644317, 2.3344873554608934, 1.5707161219778412, 1.235139430795882])"
2.6550000000000002,"array('d', [-1.9064731921474996, 1.3717865804471165, -2.135759221464816, 2.3344447590677198, 1.570716090153998, 1.2351142993444497])"
2.656,"array('d', [-1.9064979374968913, 1.3716509180617793, -2.135583157888276, 2.334402753830366, 1.5707162242609605, 1.2350893993213303])"
2.657,"array('d', [-1.9065224812232202, 1.3715149796849793, -2.135407257106733, 2.334361313669451, 1.5707164273221952, 1.2350647204335976])"
2.658,"array('d', [-1.9065468241812065, 1.3713787685848304, -2.135231507868217, 2.3343204276003053, 1.5707166634925678, 1.235040260531527])"
2.6590000000000003,"array('d', [-1.9065709673161142, 1.3712422876571189, -2.1350559007872754, 2.3342800803473622, 1.570716918432407, 1.2350160172766982])"
2.66,"array('d', [-1.9065949116619672, 1.371105539742118, -2.1348804269545503, 2.3342402564413782, 1.5707171863474265, 1.2349919887239076])"
2.661,"array('d', [-1.9066186582616764, 1.3709685276308872, -2.1347050778661134, 2.3342009404691506, 1.570717464722391, 1.2349681730558428])"
2.662,"array('d', [-1.90664220814654, 1.3708312540810002, -2.134529845337293, 2.334162117314793, 1.5707177523188667, 1.2349445685410112])"
2.6630000000000003,"array('d', [-1.9066655623275093, 1.3706937218210389, -2.134354721470833, 2.334123772228643, 1.5707180483988865, 1.2349211735092482])"
2.664,"array('d', [-1.9066887217923474, 1.3705559335524793, -2.1341796986392207, 2.3340858908492943, 1.57071835242555, 1.2348979863424137])"
2.665,"array('d', [-1.9067116875048875, 1.3704178919503784, -2.13400476947341, 2.3340484592054596, 1.5707186639472337, 1.2348750054699533])"
2.666,"array('d', [-1.9067344604051153, 1.3702795996636297, -2.133829926854034, 2.3340114637104774, 1.5707189825527115, 1.2348522293664759])"
2.6670000000000003,"array('d', [-1.906757041409556, 1.3701410593150556, -2.133655163903712, 2.333974891154101, 1.5707193078536377, 1.2348296565501118])"
2.668,"array('d', [-1.9067794314117745, 1.3700022735014448, -2.133480473979888, 2.3339387286933997, 1.570719639477595, 1.2348072855811911])"
2.669,"array('d', [-1.9068022339403505, 1.369867771255435, -2.133298416961445, 2.3339048467828594, 1.5707177005272304, 1.2347850743518185])"
2.67,"array('d', [-1.9068246805211784, 1.3697319761271323, -2.1331208424277994, 2.333859555847145, 1.5707159833308708, 1.2347621284353871])"
2.6710000000000003,"array('d', [-1.9068469733477498, 1.3695960059322831, -2.1329430164744534, 2.3338161212676627, 1.5707155790861207, 1.2347396689125414])"
2.672,"array('d', [-1.906869061204648, 1.3694597402723463, -2.1327654401116583, 2.3337730993309687, 1.5707155512255675, 1.2347174057287555])"
2.673,"array('d', [-1.906890949511008, 1.369323198361678, -2.1325880344852903, 2.333730669795919, 1.5707156911197158, 1.2346953730115526])"
2.674,"array('d', [-1.9069126373701026, 1.369186381991925, -2.1324107939628343, 2.3336888055900173, 1.5707159005229872, 1.2346735601511396])"
2.6750000000000003,"array('d', [-1.9069341256484924, 1.3690492944772035, -2.132233707258926, 2.333647495930198, 1.570716143215892, 1.2346519650294372])"
2.676,"array('d', [-1.906955415297137, 1.3689119387430426, -2.1320567650244997, 2.3336067255390027, 1.570716404698668, 1.2346305852894548])"
2.677,"array('d', [-1.906976507358168, 1.3687743176608236, -2.131879958379743, 2.3335664789600528, 1.5707166791181446, 1.2346094189782892])"
2.678,"array('d', [-1.9069974028827588, 1.3686364340518784, -2.131703278851686, 2.3335267407855533, 1.5707169639367493, 1.2345884642705187])"
2.6790000000000003,"array('d', [-1.9070181029105968, 1.3684982907036074, -2.131526718286077, 2.333487495903526, 1.570717257908139, 1.2345677194270555])"
2.68,"array('d', [-1.9070386084610147, 1.3683598903739598, -2.131350268815492, 2.333448729567102, 1.5707175602919425, 1.2345471827702539])"
2.681,"array('d', [-1.9070589205301118, 1.368221235793336, -2.1311739228415703, 2.3334104274169727, 1.5707178705509663, 1.234526852674559])"
2.682,"array('d', [-1.907079040089997, 1.3680823296652813, -2.130997673023724, 2.3333725754834056, 1.5707181882340877, 1.2345067275620383])"
2.6830000000000003,"array('d', [-1.9070989680888617, 1.3679431746667434, -2.130821512270363, 2.3333351601808276, 1.570718512930867, 1.2344868058999523])"
2.684,"array('d', [-1.9071187054513647, 1.3678037734481692, -2.1306454337312157, 2.333298168299662, 1.5707188442538358, 1.2344670861991114])"
2.685,"array('d', [-1.9071388600424959, 1.3676686773687614, -2.1304619686317294, 2.333263475356723, 1.5707168941710128, 1.2344475262979981])"
2.686,"array('d', [-1.9071586580906426, 1.3675322834608885, -2.1302830197289646, 2.33321731686409, 1.5707151658054237, 1.2344272238079832])"
2.6870000000000003,"array('d', [-1.907178303225699, 1.3673957154641603, -2.130103819282592, 2.3331730539487654, 1.5707147596879651, 1.2344074110981005])"
2.688,"array('d', [-1.9071977436215173, 1.3672588506488685, -2.1299248790851553, 2.333129211576602, 1.570714730799998, 1.234387793912776])"
2.689,"array('d', [-1.907216984895249, 1.3671217087558138, -2.129746117980316, 2.333085975133725, 1.5707148707056269, 1.2343684074630907])"
2.69,"array('d', [-1.9072360261378367, 1.3669842915527237, -2.1295675304818107, 2.3330433162891144, 1.5707150805942045, 1.2343492408484595])"
2.691,"array('d', [-1.90725486824984, 1.366846602419965, -2.129389105073137, 2.3330012240845153, 1.5707153241221161, 1.2343302919466201])"
2.692,"array('d', [-1.9072735122087119, 1.366708644335565, -2.1292108322385044, 2.332959682907308, 1.5707155867213363, 1.2343115583491544])"
2.693,"array('d', [-1.907291959084132, 1.3665704202249476, -2.129032702929033, 2.3329186769941885, 1.5707158625089646, 1.2342930380611588])"
2.694,"array('d', [-1.9073102099542154, 1.366431932962761, -2.1288547085090195, 2.332878190633979, 1.5707161489303851, 1.2342747292151781])"
2.695,"array('d', [-1.907328265885126, 1.3662931853892721, -2.1286768406662504, 2.3328382084188486, 1.5707164447275783, 1.234256630031288])"
2.696,"array('d', [-1.9073461279221524, 1.3661541803147925, -2.1284990913800907, 2.3327987153131855, 1.5707167491506613, 1.2342387387919402])"
2.697,"array('d', [-1.9073637970868311, 1.3660149205215786, -2.1283214529035512, 2.332759696676033, 1.5707170616539012, 1.2342210538326035])"
2.698,"array('d', [-1.9073812743761913, 1.3658754087645186, -2.1281439177518746, 2.3327211382629707, 1.5707173817781384, 1.2342035735372663])"
2.699,"array('d', [-1.9073985607628356, 1.3657356477713873, -2.1279664786936396, 2.33268302622055, 1.570717709105214, 1.234186296335987])"
2.7,"array('d', [-1.9074156571953325, 1.365595640242938, -2.12778912874297, 2.3326453470779858, 1.5707180432401844, 1.2341692207032335])"
2.701,"array('d', [-1.9074325645987198, 1.3654553888529373, -2.1276118611522836, 2.332608087737939, 1.5707183838042618, 1.2341523451565453])"
2.702,"array('d', [-1.907449899827162, 1.36531950242898, -2.127427121737671, 2.3325731435025108, 1.5707164140683854, 1.2341356273066606])"
2.703,"array('d', [-1.9074668777895183, 1.365182308200026, -2.127246958435526, 2.3325265684590066, 1.5707146670396945, 1.2341181495435833])"
2.704,"array('d', [-1.9074837051342308, 1.3650449444824833, -2.1270665322422917, 2.332481926026193, 1.5707142614791387, 1.2341011656077672])"
2.705,"array('d', [-1.9075003289439714, 1.3649072850656194, -2.126886370768264, 2.3324376968162523, 1.5707142363080095, 1.2340843745064365])"
2.706,"array('d', [-1.907516755060374, 1.3647693503589564, -2.126706390056467, 2.332394074306297, 1.570714381813567, 1.234067812976451])"
2.707,"array('d', [-1.9075329825181255, 1.3646311420621653, -2.12652658506449, 2.3323510290816127, 1.5707145978621553, 1.2340514697744098])"
2.708,"array('d', [-1.9075490122274352, 1.3644926636001073, -2.126346944244255, 2.332308550424604, 1.5707148477273598, 1.234035342819401])"
2.709,"array('d', [-1.90756484516826, 1.3643539179771265, -2.126167458126477, 2.3322666227348123, 1.5707151166759359, 1.2340194296869935])"
2.71,"array('d', [-1.9075804824154758, 1.3642149081466612, -2.1259881177002806, 2.3322252302790853, 1.5707153987647715, 1.2340037283785106])"
2.711,"array('d', [-1.9075959250525614, 1.3640756370104958, -2.1258089143693235, 2.3321843573677277, 1.5707156914166247, 1.2339882370220465])"
2.712,"array('d', [-1.9076111741512165, 1.3639361074356064, -2.1256298398598847, 2.332143988612493, 1.5707159933657353, 1.2339729538337332])"
2.713,"array('d', [-1.9076262307622933, 1.3637963222585645, -2.125450886188949, 2.332104108995763, 1.5707163038601435, 1.233957877092134])"
2.714,"array('d', [-1.907641095912883, 1.3636562842874564, -2.1252720456461796, 2.332064703893448, 1.570716622354204, 1.2339430051288431])"
2.715,"array('d', [-1.9076557706055417, 1.3635159963025758, -2.1250933107825003, 2.3320257590770272, 1.5707169483896497, 1.2339283363239575])"
2.716,"array('d', [-1.907670255818364, 1.3633754610566822, -2.1249146744012193, 2.3319872607080816, 1.5707172815494972, 1.2339138691036209])"
2.717,"array('d', [-1.9076845525053703, 1.3632346812750955, -2.124736129550262, 2.33194919533004, 1.5707176214400589, 1.2338996019383628])"
2.718,"array('d', [-1.9076992819236898, 1.3630982900915234, -2.124550090328899, 2.3319134638902397, 1.5707156397641446, 1.233885492381872])"
2.719,"array('d', [-1.907713653567111, 1.362960585834696, -2.1243686629699097, 2.3318660393756767, 1.5707138804571814, 1.2338706145336449])"
2.72,"array('d', [-1.9077278756038716, 1.3628227132077626, -2.1241869721606785, 2.3318205880511997, 1.570713472443075, 1.2338562340462365])"
2.721,"array('d', [-1.9077418944511932, 1.3626845435478883, -2.124005556903793, 2.3317755574759325, 1.5707134457087317, 1.2338420453737224])"
2.722,"array('d', [-1.9077557161612506, 1.3625460978225397, -2.123824330782753, 2.3317311472080005, 1.5707135907501726, 1.2338280864378541])"
2.723,"array('d', [-1.9077693397505755, 1.362407377698677, -2.1236432889352543, 2.3316873264844524, 1.5707138068249933, 1.233814345680726])"
2.724,"array('d', [-1.907782766162362, 1.362268386667402, -2.123462419576216, 2.331644084434536, 1.570714057076205, 1.2338008210243212])"
2.725,"array('d', [-1.907795996401136, 1.362129127783845, -2.123281713071342, 2.3316014051227194, 1.5707143266979138, 1.2337875099935123])"
2.726,"array('d', [-1.9078090315676328, 1.3619896040540773, -2.1231011602410783, 2.3315592725123198, 1.5707146097159495, 1.2337744105496333])"
2.727,"array('d', [-1.9078218727705776, 1.361849818431745, -2.1229207523268876, 2.3315176706128264, 1.570714903535491, 1.2337615207805348])"
2.728,"array('d', [-1.9078345211064776, 1.361709773835252, -2.122740480897517, 2.331476583742636, 1.5707152068789294, 1.2337488388633242])"
2.729,"array('d', [-1.9078469776504905, 1.3615694731520998, -2.1225603378170987, 2.3314359965977256, 1.5707155189847495, 1.233736363038451])"
2.73,"array('d', [-1.907859243453511, 1.3614289192408067, -2.1223803152269487, 2.331395894274571, 1.570715839298772, 1.2337240916003016])"
2.731,"array('d', [-1.9078713195414005, 1.3612881149315932, -2.1222004055340307, 2.3313562622720543, 1.570716167354713, 1.2337120228926417])"
2.732,"array('d', [-1.907883206915065, 1.3611470630266371, -2.1220206014019616, 2.33131708648586, 1.5707165027278946, 1.2337001553061406])"
2.733,"array('d', [-1.907894906550852, 1.3610057663001642, -2.121840895743135, 2.3312783532000787, 1.570716845017177, 1.2336884872766918])"
2.734,"array('d', [-1.907907043633508, 1.3608688794264165, -2.121653675545904, 2.3312419678466036, 1.570714855955284, 1.2336769763617996])"
2.735,"array('d', [-1.907918822832613, 1.3607306752657506, -2.1214710982344114, 2.3311938306866367, 1.5707130885367904, 1.2336646889990652])"
2.736,"array('d', [-1.9079304536790027, 1.3605923042053663, -2.1212882549662098, 2.331147703292432, 1.570712681318587, 1.2336529019152487])"
2.737,"array('d', [-1.907941881951672, 1.360453635182245, -2.1211056960328984, 2.3311020007234275, 1.5707126558981435, 1.233641305188935])"
2.738,"array('d', [-1.9079531139069723, 1.3603146897187859, -2.1209233326090398, 2.331056928743432, 1.570712803151757, 1.2336299379355704])"
2.739,"array('d', [-1.9079641485373504, 1.3601754694435801, -2.1207411600846586, 2.3310124552980818, 1.5707130217887817, 1.2336187882921115])"
2.74,"array('d', [-1.9079749868134055, 1.3600359779108353, -2.120559166495184, 2.330968569455503, 1.5707132748498025, 1.2336078541965936])"
2.741,"array('d', [-1.9079856297583244, 1.3598962182227723, -2.1203773420994856, 2.330925255028605, 1.5707135474680594, 1.2335971331337678])"
2.742,"array('d', [-1.907996078492919, 1.359756193434505, -2.1201956776051674, 2.330882495760684, 1.5707138336446214, 1.2335866230355843])"
2.743,"array('d', [-1.908006334145458, 1.3596159065478945, -2.1200141641457986, 2.3308402754417643, 1.570714130771061, 1.2335763219598526])"
2.744,"array('d', [-1.9080163978316664, 1.3594753605290872, -2.1198327931853314, 2.330798578176301, 1.5707144375609865, 1.2335662280546116])"
2.745,"array('d', [-1.9080262706455304, 1.359334558312787, -2.1196515564862954, 2.3307573884512887, 1.5707147532459989, 1.2335563395319054])"
2.746,"array('d', [-1.9080359536563851, 1.3591935028041757, -2.1194704460914675, 2.3307166911592296, 1.570715077265867, 1.2335466546583898])"
2.747,"array('d', [-1.9080454479081446, 1.3590521968795957, -2.1192894543122547, 2.330676471599954, 1.5707154091486628, 1.2335371717507508])"
2.748,"array('d', [-1.9080547544193864, 1.3589106433868028, -2.119108573719621, 2.330636715474923, 1.570715748464307, 1.2335278891732162])"
2.749,"array('d', [-1.908063874183752, 1.3587688451450557, -2.1189277971361373, 2.33059740887873, 1.5707160948064351, 1.233518805335862])"
2.75,"array('d', [-1.908073436199238, 1.3586314783042657, -2.1187394846059253, 2.330560461665463, 1.5707141002031384, 1.2335098778250153])"
2.751,"array('d', [-1.908082640440344, 1.3584927903548667, -2.1185558446673003, 2.3305117015385535, 1.5707123262786178, 1.2335001655025477])"
2.7520000000000002,"array('d', [-1.9080916977735887, 1.3583539373340123, -2.118371934881922, 2.3304649857669713, 1.5707119213561744, 1.2334909560987628])"
2.753,"array('d', [-1.9081005533323514, 1.3582147857536517, -2.1181883170175277, 2.3304186965533176, 1.570711898630052, 1.2334819352869215])"
2.754,"array('d', [-1.9081092135762112, 1.3580753576978906, -2.1180048998236436, 2.330373046086646, 1.5707120494062603, 1.2334731434098105])"
2.755,"array('d', [-1.9081176774679116, 1.3579356547499195, -2.1178216789957665, 2.330328001039625, 1.5707122718474744, 1.2334645682985776])"
2.7560000000000002,"array('d', [-1.908125946001469, 1.3577956805237315, -2.1176386424243594, 2.3302835504857944, 1.5707125288981099, 1.2334562079171618])"
2.757,"array('d', [-1.9081340202144028, 1.3576554381645431, -2.117455780298397, 2.3302396780416963, 1.5707128056331356, 1.2334480597170763])"
2.758,"array('d', [-1.9081419012434453, 1.357514930772566, -2.1172730832478517, 2.330196367286259, 1.5707130960311, 1.2334401216081485])"
2.759,"array('d', [-1.9081495902323216, 1.3573741613939019, -2.117090542332696, 2.33015360184397, 1.5707133974718486, 1.233432391625115])"
2.7600000000000002,"array('d', [-1.908157088311978, 1.357233133038469, -2.1169081489453707, 2.3301113656579338, 1.5707137086619511, 1.233424867893761])"
2.761,"array('d', [-1.9081643965913178, 1.3570918486842012, -2.1167258947791248, 2.3300696430573846, 1.5707140288277863, 1.23341754860437])"
2.762,"array('d', [-1.9081715161542894, 1.3569503112789723, -2.1165437718095763, 2.330028418780748, 1.5707143574046745, 1.233410432002351])"
2.763,"array('d', [-1.9081784480591168, 1.3568085237412764, -2.116361772283044, 2.329987677977401, 1.5707146939165992, 1.2334035163836363])"
2.7640000000000002,"array('d', [-1.9081851933383867, 1.3566664889604805, -2.1161798887074195, 2.3299474062019145, 1.5707150379295916, 1.2333968000921833])"
