time,fx,fy,fz,mx,my,mz,force_magnitude,torque_magnitude
0.40700000000000003,0.8022423084885096,-1.3113410133937706,-5.389484403574069,-0.17638910682551687,-0.12063379016805961,-0.004697227627294366,5.6044402139112615,0.21374679479327324
0.40800000000000003,0.8477600694524501,-1.2729156352162392,-5.344193568969457,-0.17135057438943024,-0.12549285908062513,-0.005684610395948425,5.558724336783619,0.2124659780274739
0.40900000000000003,0.8970099913942231,-1.2313605029259258,-5.296551551609083,-0.16591194981204008,-0.13075494657940218,-0.006755496643342835,5.511291495800203,0.2113510536531896
0.41000000000000003,0.9504341532443636,-1.186150573533242,-5.246344760313434,-0.16001097121670677,-0.13646850426665888,-0.007918515548346869,5.462088575518965,0.21045157745900187
0.41100000000000003,1.0085187761816696,-1.136668430146219,-5.19335730541729,-0.153574957737197,-0.14268708647105213,-0.00918331345728175,5.411107589369591,0.2098313740498166
0.41200000000000003,1.071805703803719,-1.0821921147145979,-5.13735568764728,-0.14651944986161494,-0.14947037563624155,-0.010560476515458625,5.358388815797011,0.20957305658128625
0.41300000000000003,1.1408942022500972,-1.0218739979200235,-5.078098688995098,-0.1387458856766588,-0.15688457496289115,-0.012061777131143132,5.304050560046225,0.2097824518901637
0.41400000000000003,1.216450214873506,-0.9547207834548701,-5.0153307674061605,-0.13013939476784717,-0.1650033439875087,-0.013700216375204008,5.248312643709152,0.21059454296426844
0.41500000000000004,1.1876582230022108,-1.0627329919158932,-5.0244984215302155,-0.14928854947022954,-0.16449657206969492,-0.0008741740221992339,5.271197003976507,0.22214175070397416
0.41600000000000004,1.1967011889982966,-1.0016512831941684,-5.034408316493717,-0.14531262966788583,-0.16576662808831166,-0.00037899394244365436,5.270736772601678,0.2204415545335615
0.417,1.2061137263317991,-0.9655349481474478,-5.055040586389384,-0.14246771313164924,-0.1669088245374452,-0.0006515245436260176,5.285868271815332,0.21944482103176763
0.418,1.2155396551221131,-0.9413661659134962,-5.079579401120411,-0.14022277119916812,-0.16800451986235526,-0.0010916400682376027,5.307149310485608,0.21883586528490562
0.419,1.2232298870089526,-0.9265082958810944,-5.1065158714661765,-0.13881014940618583,-0.16896073798394604,-0.001304882931464036,5.332092771543307,0.2186725663582703
0.42,1.2303601058428588,-0.9145563867138556,-5.133532254391161,-0.1376297454197533,-0.1698620807118058,-0.0014678636720085818,5.357551005954414,0.21862577138070832
0.421,1.2368753322822241,-0.9041186362913999,-5.160386147724672,-0.13659085710626695,-0.17070563603730876,-0.001587641422384245,5.383017396379689,0.21863210428757446
0.422,1.243074886876839,-0.8942312116410843,-5.186531899707897,-0.13559851817367247,-0.17151212988974496,-0.0016961094604399452,5.407864438107205,0.21864639401900576
0.423,1.2489181418794708,-0.8846764463346412,-5.212045108718721,-0.13463705702648726,-0.17227887689814458,-0.0017961504175180785,5.4321140594738715,0.2186558362046666
0.424,1.2544888858964756,-0.8753281972981529,-5.236784678082798,-0.13369334668603686,-0.17301184110298023,-0.0018924220444037074,5.455626048624096,0.2186563270777909
0.425,1.2597609234562543,-0.8661558813221796,-5.260826071592277,-0.13276550087418207,-0.17370939322294204,-0.001985171285504601,5.478459140174488,0.21864485455022248
0.426,1.2647657514955837,-0.857141502733217,-5.284129521124505,-0.13185141321789873,-0.17437392473034966,-0.0020751941207545616,5.500577129527723,0.21862151592206458
0.427,1.2694918007169405,-0.8482792046054324,-5.30674257836609,-0.13095088222820406,-0.17500483883575235,-0.0021624396947814177,5.5220199052608585,0.21858523124334403
0.428,1.2739541796270493,-0.8395644776091776,-5.328657937954277,-0.13006333662344413,-0.17560339701840377,-0.0022471237887832967,5.542781177673851,0.21853620785432468
0.429,1.2781494700799394,-0.8309945341138884,-5.349906005699779,-0.12918867986784147,-0.17616957126035915,-0.002329219439599101,5.562887043021398,0.2184739300402961
0.43,1.2820864133376901,-0.8225666259241606,-5.370491901722102,-0.12832660924848968,-0.17670418035418498,-0.0024088256392970444,5.582342222742353,0.2183984625330944
0.431,1.2857655021991237,-0.8142783462523312,-5.390437383505499,-0.12747699106956914,-0.17720746757820968,-0.002485948263521203,5.601165712359741,0.21830952740639184
0.432,1.2891927406373367,-0.8061272459342479,-5.409752581845788,-0.12663959384999507,-0.17768005975557716,-0.002560650960161617,5.619366695272404,0.21820712018304297
0.433,1.2923704137754524,-0.7981109921953246,-5.428454953317039,-0.12581425789047482,-0.1781223233493377,-0.0026329570790343403,5.636960672424231,0.21809108653697187
0.434,1.2953032998596221,-0.7902272389428792,-5.446556534561832,-0.1250007793865674,-0.1785347978444422,-0.0027029161209159713,5.653958596591657,0.21796140631809532
0.435,1.2979944883512258,-0.7824737021827328,-5.46407251852792,-0.12419898728483554,-0.1789179037026128,-0.0027705593938904794,5.670374174084966,0.21781799904340146
0.436,1.3004481932968013,-0.7748481061575752,-5.481015491544724,-0.1234086913388259,-0.17927213879003237,-0.0028359299239246374,5.686218946683125,0.2176608539513884
0.437,1.3026678547050228,-0.7673482181339951,-5.497399322043795,-0.1226297169998696,-0.17959794563098258,-0.0028990623314523274,5.701505602344242,0.21748994029319868
0.438,1.304657415230209,-0.7599718243719671,-5.513236550645734,-0.12186188190790258,-0.17989580059703475,-0.0029599963903617684,5.716245744221507,0.2173052666485896
0.439,1.3064204561719226,-0.7527167460143513,-5.52854015818937,-0.12110501176089462,-0.18016615341538275,-0.0030187678740527532,5.730451394850796,0.21710683929710523
0.44,1.3079607776002997,-0.745580828092903,-5.5433223829330665,-0.12035892963627592,-0.1804094677076278,-0.0030754147204970286,5.7441339824282664,0.2168946890945988
0.441,1.3092820041084496,-0.7385619467346773,-5.5575955273624045,-0.11962346322497092,-0.18062619333884616,-0.0031299728588878597,5.757305025895827,0.21666885194719518
0.442,1.310387848598046,-0.731658004050668,-5.5713714225904996,-0.11889843997231045,-0.1808167848459304,-0.003182479017819255,5.76997567387445,0.2164293808210139
0.443,1.311281931758078,-0.7248669313599321,-5.584661798624139,-0.11818369038445324,-0.18098168874605808,-0.003232968818038414,5.782157017735351,0.21617633640535627
0.444,1.3119679019559984,-0.7181866867574529,-5.5974780427785165,-0.11747904581553582,-0.18112135190228235,-0.0032814780530585055,5.793859881994565,0.21590979231811572
0.445,1.3124493521820464,-0.7116152565046692,-5.609831371259014,-0.11678433998349781,-0.18123621566360754,-0.0033280418153140206,5.805094968154705,0.21562983048681217
0.446,1.3127298744128604,-0.705150653822826,-5.621732721325987,-0.11609940796260779,-0.18132671964740898,-0.003372695080498589,5.81587275976616,0.21533654325140475
0.447,1.3128130211150817,-0.6987909194388641,-5.633192832244892,-0.11542408688131452,-0.18139329900869428,-0.0034154723059004154,5.8262035891955195,0.21503003094618012
0.448,1.3127034114433733,-0.6925253484543696,-5.644222398581392,-0.1147571533690926,-0.18143646256100976,-0.0034567475946304356,5.836096991081865,0.21470990498801662
0.449,1.312405927879443,-0.6863391114628529,-5.654831761160943,-0.114096909835279,-0.181456743924651,-0.003496929898451606,5.845561815813027,0.21437556593140655
0.45,1.3119181982989438,-0.6802731281117909,-5.665029856340548,-0.11344843384754186,-0.18145417121458285,-0.003534140112050996,5.854610504644076,0.21402956230381548
0.451,1.3112475440156879,-0.6742995691032686,-5.674828329526065,-0.11280833567718652,-0.1814294125030457,-0.0035698780856954658,5.863252220412457,0.21367053224299284
0.452,1.310396965807118,-0.6684237436512646,-5.684234964303474,-0.1121773412267083,-0.18138285746618457,-0.0036037957385797368,5.871495349438965,0.21329904878132247
0.453,1.3093695956483544,-0.6626412297229953,-5.693260808757274,-0.11155497546297412,-0.18131489934395806,-0.0036360703364831273,5.8793503700552385,0.2129150682364831
0.454,1.308169189011838,-0.6569511813920533,-5.701913986829112,-0.11094119384516772,-0.18122597564035625,-0.0036666889218408523,5.886825510834321,0.21251881645219
0.455,1.3067987392813298,-0.6513515579090001,-5.7102043706366725,-0.11033581650252403,-0.18111646778810608,-0.0036956961402551123,5.893930416234647,0.21211040869622552
0.456,1.305261808012246,-0.6458407425907828,-5.7181402707295055,-0.10973870535988972,-0.18098679566441972,-0.0037231199007271122,5.9006734198720165,0.21169002168438242
0.457,1.3035614875452912,-0.6404170019795248,-5.72573075128171,-0.10914971388394225,-0.18083734416419997,-0.003748991071802909,5.907063494191403,0.21125780463538907
0.458,1.3017011502386568,-0.6350786702690925,-5.732984048062639,-0.10856869769380259,-0.1806685161239683,-0.003773340768720255,5.913108902878763,0.21081392965817458
0.459,1.299683921979824,-0.62982409265829,-5.739908657862913,-0.10799551596076677,-0.18048069514657258,-0.003796198412484732,5.918818132478419,0.21035856034544745
0.46,1.29751304516957,-0.6246516420813638,-5.746512602140174,-0.10743002768356431,-0.18027427122576625,-0.003817594306688311,5.924199259216049,0.20989187154428585
0.461,1.295191629195746,-0.6195597158895367,-5.752803934975267,-0.10687209526570352,-0.18004962312699604,-0.003837557425746357,5.929260384918069,0.20941403577996107
0.462,1.292722820622925,-0.6145467352033929,-5.758790403076524,-0.10632158174474025,-0.17980713040834492,-0.003856117072724975,5.934009343376088,0.20892523191147977
0.463,1.2901096866741146,-0.6096111460380492,-5.76447968318421,-0.10577835280172741,-0.17954716519027042,-0.003873301696057153,5.938453904078716,0.20842563881475246
0.464,1.2873552944551745,-0.6047514178799581,-5.769879226009881,-0.10524227534607554,-0.17927009775764732,-0.0038891397163167965,5.942601636853169,0.20791543924824016
0.465,1.2844626566852078,-0.5999660444410361,-5.774996368139904,-0.10471321848924216,-0.17897629272666035,-0.0039036589581024333,5.946460007679369,0.2073948168055705
0.466,1.281434768544103,-0.5952535427633885,-5.779838261192832,-0.10419105286874163,-0.17866611165550578,-0.003916887042291761,5.950036316843336,0.20686395760522577
0.467,1.278274582386623,-0.5906124534950193,-5.784411925458124,-0.10367565110261111,-0.17833991126082643,-0.003928851120443616,5.953337744625385,0.206323048763817
0.468,1.2749850249026615,-0.5860413403499362,-5.788724218526857,-0.10316688746980586,-0.17799804463845756,-0.003939578059326576,5.95637132358994,0.20577227908687662
